"DataExtractDate","ReportPeriod","Arrival_Departure","Domestic_International","CargoType","AirCargoTons"
"2018 Apr 18 03:12:41 PM","Jul 2012","Arrival","Domestic","Mail","1,863"
"2018 Apr 18 03:12:41 PM","Apr 2006","Departure","International","Mail","1,472"
"2018 Apr 18 03:12:41 PM","Jan 2011","Arrival","Domestic","Mail","1,818"
"2018 Apr 18 03:12:41 PM","Nov 2007","Arrival","Domestic","Freight","36,853"
"2018 Apr 18 03:12:41 PM","Jul 2010","Departure","Domestic","Mail","2,671"
"2018 Apr 18 03:12:41 PM","Jun 2017","Arrival","International","Freight","74,550"
"2018 Apr 18 03:12:41 PM","Sep 2009","Arrival","Domestic","Freight","29,449"
"2018 Apr 18 03:12:41 PM","Apr 2006","Arrival","International","Freight","56,500"
"2018 Apr 18 03:12:41 PM","May 2009","Arrival","Domestic","Freight","26,900"
"2018 Apr 18 03:12:41 PM","Feb 2012","Arrival","Domestic","Freight","28,181"
"2018 Apr 18 03:12:41 PM","Sep 2010","Arrival","Domestic","Freight","30,399"
"2018 Apr 18 03:12:41 PM","Jan 2008","Departure","International","Mail","1,122"
"2019 Mar 14 06:45:08 AM","Feb 2019","Departure","Domestic","Freight","34,379"
"2018 Apr 18 03:12:41 PM","Nov 2009","Arrival","International","Freight","60,816"
"2018 Apr 18 03:12:41 PM","Jul 2012","Departure","Domestic","Freight","31,102"
"2018 Apr 18 03:12:41 PM","Jun 2013","Arrival","Domestic","Freight","28,802"
"2018 Apr 18 03:12:41 PM","Mar 2015","Arrival","Domestic","Mail","2,521"
"2020 Apr 29 07:14:24 AM","Mar 2020","Departure","Domestic","Freight","31,085"
"2018 Apr 18 03:12:41 PM","Sep 2015","Arrival","Domestic","Mail","2,505"
"2018 Apr 18 03:12:41 PM","Aug 2013","Arrival","International","Freight","50,478"
"2018 Apr 18 03:12:41 PM","Apr 2017","Arrival","International","Mail","1,610"
"2018 Apr 18 03:12:41 PM","Jan 2010","Arrival","International","Mail","748"
"2018 Apr 18 03:12:41 PM","Nov 2012","Arrival","Domestic","Freight","33,455"
"2019 Mar 01 11:09:59 AM","Jan 2019","Departure","International","Freight","41,629"
"2018 Apr 18 03:12:41 PM","Nov 2010","Arrival","Domestic","Mail","1,497"
"2018 Apr 18 03:12:41 PM","Sep 2014","Arrival","Domestic","Freight","28,251"
"2018 Apr 18 03:12:41 PM","Jul 2011","Departure","International","Freight","41,794"
"2018 Apr 18 03:12:41 PM","Apr 2006","Departure","International","Freight","30,295"
"2018 Apr 18 03:12:41 PM","Nov 2016","Departure","International","Mail","1,013"
"2018 Apr 18 03:12:41 PM","Nov 2007","Arrival","Domestic","Mail","1,689"
"2018 Apr 18 03:12:41 PM","Nov 2016","Arrival","Domestic","Mail","2,793"
"2019 Sep 27 07:57:24 AM","Aug 2019","Arrival","International","Freight","70,758"
"2018 Apr 18 03:12:41 PM","Nov 2012","Arrival","Domestic","Mail","2,028"
"2018 Apr 18 03:12:41 PM","Jul 2014","Departure","International","Freight","47,325"
"2018 Apr 18 03:12:41 PM","Jun 2014","Arrival","International","Freight","53,687"
"2020 Oct 27 08:53:01 AM","Aug 2020","Arrival","Domestic","Mail","4,127"
"2018 Apr 18 03:12:41 PM","Nov 2007","Departure","Domestic","Freight","38,555"
"2018 Apr 18 03:12:41 PM","Aug 2015","Departure","International","Mail","1,146"
"2018 Apr 18 03:12:41 PM","Jan 2009","Arrival","International","Freight","30,958"
"2018 Apr 18 03:12:41 PM","Feb 2012","Arrival","Domestic","Mail","1,788"
"2018 Apr 18 03:12:41 PM","Nov 2006","Arrival","International","Freight","56,786"
"2018 Apr 18 03:12:41 PM","Apr 2007","Arrival","International","Freight","51,087"
"2018 Apr 18 03:12:41 PM","Apr 2012","Departure","International","Freight","38,709"
"2018 Apr 18 03:12:41 PM","Jan 2007","Departure","Domestic","Mail","1,970"
"2018 Apr 18 03:12:41 PM","Dec 2012","Arrival","International","Freight","49,967"
"2018 Oct 29 10:20:51 AM","Sep 2018","Departure","International","Mail","976"
"2018 Apr 18 03:12:41 PM","Apr 2009","Arrival","International","Mail","703"
"2018 Apr 18 03:12:41 PM","Aug 2012","Arrival","Domestic","Mail","2,177"
"2018 Apr 18 03:12:41 PM","Feb 2013","Departure","International","Freight","35,617"
"2018 Apr 18 03:12:41 PM","Aug 2016","Arrival","Domestic","Freight","33,008"
"2018 Apr 18 03:12:41 PM","Oct 2009","Departure","Domestic","Freight","32,888"
"2018 Apr 18 03:12:41 PM","Mar 2010","Departure","International","Freight","38,680"
"2018 Apr 18 03:12:41 PM","Aug 2009","Departure","Domestic","Freight","29,708"
"2019 Jun 24 01:17:06 PM","May 2019","Arrival","International","Mail","1,316"
"2018 Apr 18 03:12:41 PM","Dec 2016","Departure","Domestic","Mail","6,436"
"2018 Apr 18 03:12:41 PM","Aug 2010","Departure","Domestic","Mail","2,332"
"2018 Apr 18 03:12:41 PM","Sep 2014","Departure","Domestic","Freight","33,028"
"2018 Apr 18 03:12:41 PM","Nov 2014","Arrival","International","Freight","67,328"
"2018 Apr 18 03:12:41 PM","Jun 2007","Departure","Domestic","Mail","1,977"
"2018 Apr 18 03:12:41 PM","Jun 2012","Departure","International","Freight","45,412"
"2018 Apr 18 03:12:41 PM","Jul 2017","Arrival","Domestic","Mail","2,809"
"2018 Apr 18 03:12:41 PM","Nov 2007","Departure","International","Mail","1,186"
"2018 Apr 18 03:12:41 PM","Jun 2016","Arrival","International","Mail","1,267"
"2018 Apr 18 03:12:41 PM","Jan 2017","Departure","International","Freight","42,361"
"2018 Apr 18 03:12:41 PM","Nov 2008","Arrival","Domestic","Mail","1,543"
"2018 Apr 18 03:12:41 PM","May 2017","Arrival","International","Mail","1,680"
"2018 Apr 18 03:12:41 PM","Feb 2007","Arrival","International","Freight","48,596"
"2018 Apr 18 03:12:41 PM","Feb 2010","Departure","Domestic","Freight","29,338"
"2018 Apr 18 03:12:41 PM","Apr 2007","Departure","International","Freight","33,383"
"2018 Apr 18 03:12:41 PM","Apr 2014","Departure","Domestic","Freight","33,912"
"2020 Oct 27 08:53:01 AM","Sep 2020","Arrival","Domestic","Freight","34,061"
"2018 Apr 18 03:12:41 PM","Oct 2010","Arrival","International","Mail","637"
"2020 Jan 02 10:43:42 AM","Nov 2019","Arrival","International","Freight","79,171"
"2018 Apr 18 03:12:41 PM","Mar 2015","Arrival","International","Mail","944"
"2019 May 28 06:24:45 AM","Apr 2019","Arrival","Domestic","Freight","29,680"
"2018 Apr 18 03:12:41 PM","May 2013","Arrival","International","Mail","747"
"2018 Apr 18 03:12:41 PM","Feb 2014","Arrival","Domestic","Mail","1,694"
"2018 Apr 18 03:12:41 PM","Mar 2013","Departure","International","Mail","4,497"
"2018 Apr 18 03:12:41 PM","Jun 2015","Arrival","International","Mail","898"
"2018 Apr 18 03:12:41 PM","Nov 2010","Arrival","Domestic","Freight","30,450"
"2018 Apr 18 03:12:41 PM","Jan 2010","Arrival","International","Freight","47,221"
"2018 Apr 18 03:12:41 PM","Feb 2017","Arrival","Domestic","Mail","2,567"
"2018 Apr 18 03:12:41 PM","Aug 2017","Arrival","Domestic","Mail","2,914"
"2018 Apr 18 03:12:41 PM","Oct 2011","Arrival","Domestic","Freight","30,434"
"2020 Jan 22 06:57:11 AM","Dec 2019","Departure","International","Mail","1,239"
"2018 Apr 18 03:12:41 PM","Jun 2006","Departure","Domestic","Mail","2,165"
"2020 Jan 02 10:43:42 AM","Nov 2019","Arrival","Domestic","Mail","3,732"
"2018 Apr 18 03:12:41 PM","Feb 2008","Arrival","International","Freight","41,545"
"2018 Apr 18 03:12:41 PM","May 2008","Departure","Domestic","Mail","2,276"
"2018 Apr 18 03:12:41 PM","Sep 2006","Arrival","International","Freight","65,728"
"2018 Apr 18 03:12:41 PM","Nov 2015","Arrival","International","Mail","1,613"
"2018 Apr 18 03:12:41 PM","Aug 2016","Departure","Domestic","Freight","36,351"
"2018 Apr 18 03:12:41 PM","Sep 2008","Arrival","Domestic","Mail","1,531"
"2018 Apr 18 03:12:41 PM","Oct 2011","Arrival","International","Mail","577"
"2018 Apr 18 03:12:41 PM","Jan 2013","Arrival","Domestic","Freight","31,180"
"2018 Apr 18 03:12:41 PM","Oct 2009","Arrival","Domestic","Mail","1,501"
"2018 Apr 18 03:12:41 PM","Sep 2013","Arrival","International","Mail","749"
"2018 Apr 18 03:12:41 PM","May 2012","Departure","Domestic","Mail","2,589"
"2018 Apr 18 03:12:41 PM","Dec 2016","Arrival","International","Mail","1,936"
"2018 Apr 18 03:12:41 PM","Jan 2009","Departure","International","Freight","23,569"
"2018 Apr 18 03:12:41 PM","Nov 2015","Departure","Domestic","Mail","2,395"
"2018 Apr 18 03:12:41 PM","Sep 2012","Arrival","Domestic","Mail","1,990"
"2019 Aug 26 02:40:52 PM","Jul 2019","Departure","International","Mail","739"
"2018 Apr 18 03:12:41 PM","Jan 2009","Arrival","Domestic","Freight","24,831"
"2018 Sep 26 09:27:08 AM","Aug 2018","Arrival","Domestic","Mail","2,581"
"2018 Aug 24 11:01:04 AM","Jul 2018","Departure","International","Freight","55,138"
"2018 Apr 18 03:12:41 PM","Jan 2011","Arrival","Domestic","Freight","28,176"
"2018 Apr 18 03:12:41 PM","Apr 2008","Departure","International","Mail","1,121"
"2018 Apr 18 03:12:41 PM","Feb 2018","Departure","International","Mail","917"
"2018 Apr 18 03:12:41 PM","Sep 2008","Arrival","International","Freight","48,853"
"2018 Apr 18 03:12:41 PM","Aug 2007","Arrival","International","Freight","56,310"
"2018 Apr 18 03:12:41 PM","Aug 2009","Arrival","Domestic","Mail","1,170"
"2018 Apr 18 03:12:41 PM","Jul 2017","Departure","Domestic","Mail","3,174"
"2018 Apr 18 03:12:41 PM","Apr 2012","Arrival","International","Freight","51,781"
"2018 Apr 18 03:12:41 PM","Nov 2007","Departure","Domestic","Mail","2,571"
"2018 Apr 18 03:12:41 PM","Sep 2010","Arrival","International","Freight","52,108"
"2018 Apr 18 03:12:41 PM","Nov 2015","Departure","International","Mail","1,375"
"2018 Apr 18 03:12:41 PM","Nov 2009","Departure","Domestic","Mail","2,484"
"2019 Mar 14 06:45:08 AM","Feb 2019","Arrival","International","Mail","1,150"
"2018 Apr 18 03:12:41 PM","Sep 2012","Arrival","Domestic","Freight","29,022"
"2018 Apr 18 03:12:41 PM","Jun 2016","Departure","Domestic","Mail","2,713"
"2018 Aug 10 06:01:24 AM","Jun 2018","Departure","International","Mail","1,023"
"2018 Apr 18 03:12:41 PM","Jul 2014","Departure","International","Mail","1,194"
"2018 Apr 18 03:12:41 PM","Dec 2011","Arrival","International","Freight","47,398"
"2018 Apr 18 03:12:41 PM","Feb 2017","Departure","Domestic","Freight","33,705"
"2018 Apr 18 03:12:41 PM","Jan 2010","Arrival","Domestic","Mail","1,591"
"2018 Apr 18 03:12:41 PM","May 2015","Departure","Domestic","Freight","34,953"
"2019 Mar 01 11:09:59 AM","Jan 2019","Departure","Domestic","Freight","38,335"
"2018 Apr 18 03:12:41 PM","Mar 2018","Arrival","Domestic","Freight","28,371"
"2020 Apr 29 07:14:24 AM","Mar 2020","Departure","International","Freight","47,560"
"2018 Apr 18 03:12:41 PM","Jun 2014","Arrival","Domestic","Mail","1,511"
"2018 Apr 18 03:12:41 PM","May 2012","Arrival","Domestic","Mail","2,003"
"2018 Apr 18 03:12:41 PM","Feb 2016","Departure","Domestic","Freight","33,628"
"2018 Apr 18 03:12:41 PM","Jul 2013","Departure","Domestic","Freight","34,194"
"2018 Apr 18 03:12:41 PM","Mar 2012","Departure","International","Mail","2,348"
"2018 Apr 18 03:12:41 PM","Nov 2014","Departure","International","Freight","42,120"
"2018 Apr 18 03:12:41 PM","Aug 2007","Arrival","Domestic","Freight","36,383"
"2018 Apr 18 03:12:41 PM","Dec 2011","Departure","Domestic","Freight","35,564"
"2020 Aug 03 07:35:04 AM","Jun 2020","Departure","Domestic","Mail","4,787"
"2018 Apr 18 03:12:41 PM","May 2014","Departure","International","Mail","1,481"
"2018 Apr 18 03:12:41 PM","Jun 2009","Departure","International","Mail","1,013"
"2018 Apr 18 03:12:41 PM","Dec 2017","Arrival","Domestic","Freight","37,107"
"2018 Apr 18 03:12:41 PM","Nov 2012","Departure","International","Freight","36,414"
"2018 Apr 18 03:12:41 PM","May 2012","Arrival","International","Mail","588"
"2018 Apr 18 03:12:41 PM","Jul 2012","Arrival","International","Mail","756"
"2019 Nov 10 06:01:31 AM","Sep 2019","Departure","Domestic","Freight","29,797"
"2019 Apr 29 01:10:30 PM","Aug 2018","Departure","International","Freight","59,060"
"2018 Apr 18 03:12:41 PM","Jun 2008","Departure","Domestic","Freight","31,970"
"2018 Apr 18 03:12:41 PM","May 2016","Departure","Domestic","Mail","2,615"
"2018 Apr 18 03:12:41 PM","Dec 2012","Arrival","Domestic","Freight","34,995"
"2018 Apr 18 03:12:41 PM","Sep 2011","Departure","International","Mail","2,123"
"2018 Apr 18 03:12:41 PM","May 2012","Departure","Domestic","Freight","36,929"
"2018 Apr 18 03:12:41 PM","Jul 2010","Departure","Domestic","Freight","31,251"
"2018 Apr 18 03:12:41 PM","Oct 2011","Departure","International","Mail","2,117"
"2019 Sep 27 07:57:24 AM","Aug 2019","Departure","International","Mail","798"
"2019 Apr 29 01:10:30 PM","Mar 2018","Arrival","International","Freight","71,779"
"2018 Apr 18 03:12:41 PM","Mar 2017","Arrival","Domestic","Freight","33,310"
"2019 Apr 29 01:10:30 PM","Dec 2017","Arrival","International","Freight","71,182"
"2019 Mar 01 11:09:59 AM","Jan 2019","Departure","Domestic","Mail","3,557"
"2018 Apr 18 03:12:41 PM","Dec 2006","Departure","Domestic","Freight","42,958"
"2018 Apr 18 03:12:41 PM","Aug 2009","Departure","Domestic","Mail","1,827"
"2018 Apr 18 03:12:41 PM","Oct 2012","Arrival","Domestic","Freight","29,856"
"2018 Apr 18 03:12:41 PM","Mar 2012","Departure","International","Freight","43,686"
"2018 Apr 18 03:12:41 PM","Jun 2017","Arrival","Domestic","Freight","33,388"
"2019 Jun 24 01:17:06 PM","May 2019","Departure","International","Freight","49,662"
"2018 Apr 18 03:12:41 PM","Mar 2015","Departure","Domestic","Freight","35,875"
"2018 Apr 18 03:12:41 PM","Nov 2015","Arrival","Domestic","Freight","29,778"
"2018 Apr 18 03:12:41 PM","Jun 2012","Arrival","Domestic","Freight","29,260"
"2018 Apr 18 03:12:41 PM","Oct 2015","Departure","International","Freight","47,801"
"2018 Apr 18 03:12:41 PM","Jan 2007","Departure","International","Mail","1,816"
"2018 Apr 18 03:12:41 PM","May 2016","Arrival","International","Mail","1,072"
"2018 Apr 18 03:12:41 PM","Nov 2015","Departure","International","Freight","43,892"
"2018 Apr 18 03:12:41 PM","Oct 2006","Arrival","International","Mail","618"
"2021 Mar 03 10:48:12 AM","Jan 2021","Departure","Domestic","Mail","4,883"
"2020 Aug 27 07:15:54 AM","Jul 2020","Departure","International","Freight","49,835"
"2018 Apr 18 03:12:41 PM","May 2017","Departure","Domestic","Mail","3,019"
"2020 Jan 22 06:57:11 AM","Dec 2019","Departure","Domestic","Freight","35,265"
"2018 Apr 18 03:12:41 PM","Sep 2006","Arrival","Domestic","Mail","1,850"
"2018 Apr 18 03:12:41 PM","Jan 2007","Arrival","International","Mail","962"
"2018 Apr 18 03:12:41 PM","Feb 2008","Departure","Domestic","Freight","33,847"
"2018 Apr 18 03:12:41 PM","Dec 2014","Departure","Domestic","Freight","37,457"
"2018 Apr 18 03:12:41 PM","May 2014","Arrival","International","Mail","874"
"2018 Apr 18 03:12:41 PM","Apr 2012","Departure","Domestic","Freight","31,880"
"2018 Apr 18 03:12:41 PM","Mar 2016","Departure","Domestic","Mail","2,600"
"2018 Apr 18 03:12:41 PM","Feb 2007","Departure","International","Mail","1,206"
"2018 Apr 18 03:12:41 PM","Dec 2010","Departure","International","Freight","36,321"
"2018 Apr 18 03:12:41 PM","Aug 2011","Departure","Domestic","Freight","31,423"
"2018 Apr 18 03:12:41 PM","Feb 2007","Arrival","Domestic","Mail","1,708"
"2019 Jan 30 07:34:09 AM","Dec 2018","Departure","Domestic","Freight","41,366"
"2018 Apr 18 03:12:41 PM","Nov 2008","Arrival","Domestic","Freight","27,881"
"2018 Apr 18 03:12:41 PM","Aug 2011","Arrival","International","Freight","46,225"
"2018 Apr 18 03:12:41 PM","Oct 2017","Arrival","Domestic","Freight","34,253"
"2018 Apr 18 03:12:41 PM","Apr 2013","Arrival","Domestic","Mail","1,812"
"2018 Apr 18 03:12:41 PM","Oct 2011","Departure","International","Freight","42,798"
"2018 Apr 18 03:12:41 PM","Feb 2016","Arrival","Domestic","Freight","26,874"
"2018 Apr 18 03:12:41 PM","Oct 2008","Departure","International","Mail","1,136"
"2018 Apr 18 03:12:41 PM","Aug 2013","Arrival","International","Mail","732"
"2018 Apr 18 03:12:41 PM","Dec 2011","Departure","International","Mail","2,734"
"2018 Apr 18 03:12:41 PM","Dec 2012","Departure","Domestic","Mail","1,618"
"2018 Apr 18 03:12:41 PM","May 2014","Arrival","Domestic","Freight","29,766"
"2018 Apr 18 03:12:41 PM","Oct 2011","Departure","Domestic","Freight","32,634"
"2018 Apr 18 03:12:41 PM","Oct 2013","Arrival","Domestic","Freight","31,204"
"2018 Apr 18 03:12:41 PM","Feb 2018","Arrival","Domestic","Freight","25,652"
"2018 Apr 18 03:12:41 PM","Feb 2013","Departure","Domestic","Freight","31,779"
"2020 Jan 02 10:43:42 AM","Nov 2019","Arrival","International","Mail","1,375"
"2018 Apr 18 03:12:41 PM","Oct 2015","Arrival","Domestic","Freight","31,923"
"2018 Apr 18 03:12:41 PM","Aug 2013","Departure","Domestic","Freight","33,877"
"2020 Dec 07 01:58:36 PM","Oct 2020","Arrival","Domestic","Mail","4,275"
"2018 Apr 18 03:12:41 PM","Jul 2007","Departure","International","Freight","38,888"
"2018 Apr 18 03:12:41 PM","Apr 2017","Arrival","Domestic","Freight","30,418"
"2020 Aug 03 07:35:04 AM","Jun 2020","Departure","Domestic","Freight","33,860"
"2018 Apr 18 03:12:41 PM","May 2010","Departure","International","Mail","1,987"
"2018 Apr 18 03:12:41 PM","Feb 2006","Departure","International","Mail","988"
"2018 Apr 18 03:12:41 PM","May 2010","Arrival","Domestic","Mail","1,251"
"2018 Apr 18 03:12:41 PM","Sep 2010","Departure","International","Freight","37,008"
"2018 Apr 18 03:12:41 PM","Jun 2006","Departure","International","Mail","938"
"2018 Apr 18 03:12:41 PM","Mar 2012","Departure","Domestic","Freight","35,043"
"2021 Feb 02 08:17:02 AM","Dec 2020","Arrival","Domestic","Freight","42,556"
"2018 Apr 18 03:12:41 PM","May 2015","Departure","Domestic","Mail","2,709"
"2018 Apr 18 03:12:41 PM","Jan 2012","Departure","International","Freight","33,399"
"2019 Nov 10 06:01:31 AM","Sep 2019","Arrival","International","Mail","1,152"
"2018 Apr 18 03:12:41 PM","Sep 2014","Arrival","International","Freight","53,341"
"2018 Apr 18 03:12:41 PM","May 2006","Departure","Domestic","Mail","2,178"
"2019 Apr 29 01:10:30 PM","Mar 2019","Departure","International","Mail","809"
"2018 Apr 18 03:12:41 PM","Nov 2007","Departure","International","Freight","35,103"
"2018 Apr 18 03:12:41 PM","Apr 2015","Departure","International","Freight","46,417"
"2018 Apr 18 03:12:41 PM","Apr 2013","Departure","Domestic","Freight","33,328"
"2018 Apr 18 03:12:41 PM","Nov 2015","Departure","Domestic","Freight","34,409"
"2020 Apr 08 09:58:08 AM","Feb 2020","Arrival","Domestic","Mail","3,900"
"2018 Apr 18 03:12:41 PM","Feb 2009","Arrival","International","Freight","32,048"
"2018 Apr 18 03:12:41 PM","May 2006","Arrival","Domestic","Freight","35,644"
"2018 Apr 18 03:12:41 PM","Dec 2010","Departure","Domestic","Mail","3,646"
"2018 Apr 18 03:12:41 PM","Jun 2016","Arrival","International","Freight","63,055"
"2018 Apr 18 03:12:41 PM","May 2017","Arrival","Domestic","Freight","32,121"
"2019 Jul 18 06:18:08 AM","Jun 2019","Departure","Domestic","Mail","4,269"
"2018 Apr 18 03:12:41 PM","Jun 2007","Departure","Domestic","Freight","39,552"
"2018 Apr 18 03:12:41 PM","Jul 2014","Departure","Domestic","Mail","1,876"
"2018 Apr 18 03:12:41 PM","May 2007","Departure","International","Freight","34,863"
"2018 Apr 18 03:12:41 PM","Dec 2008","Departure","Domestic","Mail","2,472"
"2018 Apr 18 03:12:41 PM","Jun 2008","Departure","International","Freight","38,533"
"2018 Apr 18 03:12:41 PM","Jul 2017","Departure","International","Freight","56,092"
"2018 Apr 18 03:12:41 PM","Nov 2008","Departure","Domestic","Mail","2,185"
"2021 Mar 03 10:48:12 AM","Jan 2021","Arrival","Domestic","Mail","3,771"
"2018 Apr 18 03:12:41 PM","Jul 2006","Arrival","Domestic","Freight","39,536"
"2018 Apr 18 03:12:41 PM","Oct 2010","Arrival","Domestic","Freight","32,251"
"2018 Apr 18 03:12:41 PM","Jan 2013","Departure","Domestic","Freight","32,467"
"2018 Apr 18 03:12:41 PM","Jun 2013","Arrival","Domestic","Mail","1,363"
"2018 Apr 18 03:12:41 PM","Apr 2012","Arrival","International","Mail","490"
"2021 Feb 02 08:17:02 AM","Nov 2020","Arrival","Domestic","Freight","37,008"
"2018 Apr 18 03:12:41 PM","Oct 2016","Arrival","Domestic","Mail","2,754"
"2018 Apr 18 03:12:41 PM","Nov 2017","Departure","Domestic","Freight","38,821"
"2018 Apr 18 03:12:41 PM","Dec 2014","Departure","Domestic","Mail","5,746"
"2018 Apr 18 03:12:41 PM","Jun 2006","Arrival","International","Mail","496"
"2021 Apr 01 09:37:48 AM","Feb 2021","Arrival","International","Mail","799"
"2018 Apr 18 03:12:41 PM","May 2007","Arrival","Domestic","Freight","36,143"
"2018 Apr 18 03:12:41 PM","Oct 2017","Arrival","Domestic","Mail","2,620"
"2018 Apr 18 03:12:41 PM","Jun 2016","Departure","International","Freight","49,325"
"2018 Apr 18 03:12:41 PM","Feb 2016","Departure","International","Freight","39,600"
"2019 Sep 27 07:57:24 AM","Jul 2019","Arrival","International","Freight","69,544"
"2018 Apr 18 03:12:41 PM","Jun 2010","Departure","Domestic","Freight","31,980"
"2018 Apr 18 03:12:41 PM","Apr 2015","Departure","Domestic","Mail","2,663"
"2018 Apr 18 03:12:41 PM","Dec 2008","Arrival","International","Mail","988"
"2018 Apr 18 03:12:41 PM","Apr 2009","Arrival","Domestic","Mail","1,244"
"2018 Apr 18 03:12:41 PM","Nov 2008","Departure","Domestic","Freight","29,409"
"2018 Apr 18 03:12:41 PM","Jun 2007","Arrival","Domestic","Mail","1,230"
"2018 Apr 18 03:12:41 PM","Mar 2007","Departure","Domestic","Freight","42,456"
"2018 Apr 18 03:12:41 PM","May 2011","Departure","Domestic","Freight","29,891"
"2018 Apr 18 03:12:41 PM","Aug 2012","Arrival","International","Freight","51,887"
"2020 Feb 28 08:21:30 AM","Jan 2020","Arrival","Domestic","Mail","4,084"
"2018 Apr 18 03:12:41 PM","Dec 2007","Departure","International","Mail","1,419"
"2018 Apr 18 03:12:41 PM","Jan 2018","Arrival","Domestic","Freight","30,538"
"2018 Apr 18 03:12:41 PM","Oct 2015","Departure","Domestic","Freight","36,691"
"2018 Apr 18 03:12:41 PM","Apr 2006","Arrival","Domestic","Freight","37,802"
"2018 Apr 18 03:12:41 PM","Jun 2017","Departure","International","Mail","909"
"2018 Apr 18 03:12:41 PM","Feb 2007","Arrival","International","Mail","795"
"2018 Apr 18 03:12:41 PM","Mar 2009","Departure","Domestic","Mail","1,823"
"2019 Jul 18 06:18:08 AM","Jun 2019","Arrival","Domestic","Freight","29,622"
"2019 Sep 27 07:57:24 AM","Jul 2019","Arrival","International","Mail","1,174"
"2020 Apr 08 09:58:08 AM","Feb 2020","Departure","International","Freight","40,940"
"2020 Sep 28 04:07:45 PM","Aug 2020","Departure","International","Freight","48,615"
"2018 Apr 18 03:12:41 PM","Jul 2009","Departure","International","Mail","2,070"
"2018 Apr 18 03:12:41 PM","Jan 2011","Departure","International","Freight","36,008"
"2018 Apr 18 03:12:41 PM","Aug 2015","Departure","Domestic","Freight","35,625"
"2018 Apr 18 03:12:41 PM","Feb 2017","Departure","Domestic","Mail","2,843"
"2018 Apr 18 03:12:41 PM","Apr 2014","Departure","International","Mail","1,177"
"2018 Apr 18 03:12:41 PM","Apr 2007","Departure","Domestic","Freight","38,586"
"2018 Apr 18 03:12:41 PM","Nov 2014","Departure","Domestic","Freight","34,343"
"2020 Jun 29 07:20:39 AM","Apr 2020","Departure","International","Freight","38,213"
"2018 Apr 18 03:12:41 PM","Jun 2016","Departure","Domestic","Freight","36,191"
"2018 Apr 18 03:12:41 PM","May 2013","Arrival","International","Freight","53,395"
"2018 Apr 18 03:12:41 PM","Jul 2007","Arrival","International","Freight","52,023"
"2018 Apr 18 03:12:41 PM","Aug 2014","Arrival","Domestic","Freight","28,572"
"2018 Apr 18 03:12:41 PM","Jun 2016","Departure","International","Mail","1,050"
"2019 Nov 26 01:26:41 PM","Oct 2019","Arrival","International","Mail","1,278"
"2018 Dec 26 06:52:40 AM","Nov 2018","Departure","International","Mail","989"
"2018 Apr 18 03:12:41 PM","Jan 2012","Arrival","International","Mail","531"
"2018 Apr 18 03:12:41 PM","Jun 2007","Departure","International","Freight","37,197"
"2018 Apr 18 03:12:41 PM","Mar 2007","Arrival","International","Mail","860"
"2018 Apr 18 03:12:41 PM","Aug 2006","Departure","International","Mail","1,027"
"2018 Apr 18 03:12:41 PM","Aug 2012","Arrival","Domestic","Freight","30,188"
"2018 Apr 18 03:12:41 PM","May 2016","Departure","International","Freight","47,782"
"2018 Apr 18 03:12:41 PM","Nov 2012","Departure","Domestic","Mail","2,551"
"2018 Apr 18 03:12:41 PM","Aug 2013","Arrival","Domestic","Mail","1,754"
"2019 Apr 29 01:10:30 PM","Feb 2019","Departure","International","Freight","41,388"
"2018 Apr 18 03:12:41 PM","May 2007","Arrival","International","Mail","736"
"2018 Jul 11 02:24:22 PM","May 2018","Arrival","Domestic","Freight","28,545"
"2018 Apr 18 03:12:41 PM","Sep 2016","Arrival","Domestic","Mail","2,658"
"2020 Feb 28 08:21:30 AM","Jan 2020","Departure","Domestic","Mail","4,804"
"2018 Apr 18 03:12:41 PM","Apr 2015","Departure","International","Mail","1,138"
"2018 Apr 18 03:12:41 PM","Aug 2011","Departure","Domestic","Mail","1,414"
"2018 Apr 18 03:12:41 PM","Aug 2010","Arrival","Domestic","Mail","999"
"2018 Nov 25 11:40:39 AM","Oct 2018","Arrival","International","Mail","1,565"
"2018 Apr 18 03:12:41 PM","May 2006","Departure","International","Freight","32,336"
"2018 Apr 18 03:12:41 PM","Jun 2014","Departure","International","Freight","44,314"
"2018 Apr 18 03:12:41 PM","Feb 2015","Departure","Domestic","Freight","33,369"
"2018 Nov 25 11:40:39 AM","Oct 2018","Arrival","Domestic","Freight","35,935"
"2018 Apr 18 03:12:41 PM","Sep 2017","Arrival","Domestic","Mail","2,633"
"2018 Apr 18 03:12:41 PM","Jun 2015","Departure","International","Mail","1,120"
"2018 Apr 18 03:12:41 PM","Jun 2015","Arrival","International","Freight","56,196"
"2018 Apr 18 03:12:41 PM","May 2008","Departure","Domestic","Freight","35,385"
"2018 Apr 18 03:12:41 PM","May 2015","Arrival","Domestic","Mail","2,428"
"2018 Apr 18 03:12:41 PM","May 2013","Departure","Domestic","Mail","2,347"
"2018 Apr 18 03:12:41 PM","Mar 2006","Arrival","Domestic","Freight","41,014"
"2018 Apr 18 03:12:41 PM","Nov 2009","Departure","International","Mail","1,227"
"2018 Apr 18 03:12:41 PM","Dec 2006","Departure","Domestic","Mail","2,066"
"2018 Apr 18 03:12:41 PM","May 2016","Departure","Domestic","Freight","35,675"
